m_1,0,219,17,96,100,USING
m_1,148984,219,17,96,100,USING
m_1,535156,219,17,96,100,USING
m_1,552384,219,17,96,100,USING
m_1,658423,219,17,96,100,USING
m_1,664518,219,17,96,100,USING
m_1,681229,219,17,96,100,USING
m_1,683653,219,17,96,100,USING
m_10,0,128,17,96,100,USING
m_10,570024,128,17,96,100,USING
m_10,573570,128,17,96,100,USING
m_100,0,9,9,96,100,USING
m_100,612226,9,9,96,100,USING
m_100,615987,9,9,96,100,USING
m_100,641294,9,9,96,100,USING
m_1000,0,89,16,96,100,USING
m_1000,599230,89,16,96,100,USING
m_1000,608335,89,16,96,100,USING
m_1001,0,92,19,96,100,USING
m_1001,571333,92,19,96,100,USING
m_1001,580170,92,19,96,100,USING
m_1001,613258,92,19,96,100,USING
m_1001,642378,92,19,96,100,USING
m_1002,0,37,7,96,100,USING
m_1002,539049,37,7,96,100,USING
m_1002,546737,37,7,96,100,USING
m_1002,555178,37,7,96,100,USING
m_1002,556959,37,7,96,100,USING
m_1002,564233,37,7,96,100,USING
m_1003,0,53,12,96,100,USING
m_1003,660057,53,12,96,100,USING
m_1003,663988,53,12,96,100,USING
m_1004,0,21,1,96,100,USING
m_1004,342891,21,1,96,100,USING
m_1005,0,20,1,96,100,USING
m_1005,348611,20,1,96,100,USING
m_1005,384130,20,1,96,100,USING
m_1005,555833,20,1,96,100,USING
m_1005,558497,20,1,96,100,USING
m_1006,0,62,4,96,100,USING
m_1006,538340,62,4,96,100,USING
m_1006,550745,62,4,96,100,USING
m_1006,571463,62,4,96,100,USING
m_1006,575526,62,4,96,100,USING
m_1006,603871,62,4,96,100,USING
m_1006,608396,62,4,96,100,USING
m_1007,0,108,10,96,100,USING
m_1007,342406,108,10,96,100,USING
m_1007,346351,108,10,96,100,USING
m_1008,0,181,15,96,100,USING
m_1008,554225,181,15,96,100,USING
m_1008,557872,181,15,96,100,USING
m_1008,566230,181,15,96,100,USING
m_1009,0,29,4,96,100,USING
m_1009,130314,29,4,96,100,USING
m_1009,134501,29,4,96,100,USING
m_101,0,277,7,96,100,USING
m_1010,0,90,17,96,100,USING
m_1010,538340,90,17,96,100,USING
m_1010,554345,90,17,96,100,USING
m_1010,599297,90,17,96,100,USING
m_1010,608399,90,17,96,100,USING
m_1011,0,63,5,96,100,USING
m_1011,657436,63,5,96,100,USING
m_1011,664966,63,5,96,100,USING
m_1012,0,191,8,96,100,USING
m_1012,55597,191,8,96,100,USING
m_1012,257151,191,8,96,100,USING
m_1012,261013,191,8,96,100,USING
m_1012,669736,191,8,96,100,USING
m_1013,0,84,11,96,100,USING
m_1013,598329,84,11,96,100,USING
m_1014,0,52,14,96,100,USING
m_1014,162955,52,14,96,100,USING
m_1014,166450,52,14,96,100,USING
m_1014,173033,52,14,96,100,USING
m_1014,229929,52,14,96,100,USING
m_1014,235316,52,14,96,100,USING
m_1014,236301,52,14,96,100,USING
m_1014,239852,52,14,96,100,USING
m_1014,249614,52,14,96,100,USING
m_1015,0,63,5,96,100,USING
